GEM location ID,bus_id
L100000909976,way/255314292
L100000909990,way/39428977-400
L100000909999,way/293484891-220
L100000910033,way/86494356-400
L100000910034,way/29115701-220
L100000910204,way/255314292
L100000910298,way/29115701-220
L100000910334,way/303870256-400
L100000910337,way/255314292
L100000910429,way/255284259-220
L100000910508,way/255284259-220
L100000910513,way/293484891-220
L100000910658,way/255284259-220
L100000910662,way/255284259-220
L100000910843,way/255314292
L100000910871,way/255284259-220
L100000910887,way/255284259-220
L100000911001,way/215282393-400
L100000911152,way/86494356-400
L100000911156,way/255314292
L100000911210,way/255284259-220
L100000911375,way/39428977-400
L100000911392,way/303870256-400
L100000911515,way/255314292
L100000911526,way/255314292
L100000911531,way/29115701-220
L100000911543,way/86494356-400
L100000911547,way/293484891-220
L100000911579,way/255314292
L100000911582,way/255314292
L100000911586,way/29115701-220
L100000911599,way/293484891-220
L100000911634,way/293484891-220
L100000911642,way/255314292
L100000911650,way/293484891-220
L100000911659,way/255314292
L100000911666,way/255284259-220
L100000911708,way/86494356-400
L100000911733,way/173613665-220
L100000911816,way/255314292
L100000911877,way/255314292
L100000911956,way/255314292
L100000911973,way/111615226-380
L100000912055,way/39428977-400
L100000912056,way/86494356-400
L100000912071,way/39428977-400
L100000912089,way/255314292
L100000912114,way/86494356-400
L100000912123,way/293484891-220
L100000912129,way/255314292
L100000912282,way/255284259-220
L100000912351,way/86494356-400
L100000912400,way/39428977-400
L100000912416,way/255284259-220
L100000912426,way/255314292
L100000912432,way/133537926-220
L100000912471,way/111615226-380
L100000912488,way/255314292
L100000912529,way/39428977-400
L100000912533,way/173613665-220
L100000912567,way/255284259-220
L100000912617,way/255277953-400
L100000912658,way/255314292
L100000912669,way/303870256-400
L100000912695,way/255314292
L100000912818,way/39428977-400
L100000912825,way/215282393-400
L100000912836,way/39428977-400
L100000912838,way/293484891-220
L100000912860,way/111615226-380
L100000912893,way/255277953-400
L100000912895,way/255314292
L100000912904,way/255314292
L100000912929,way/86494356-400
L100000913056,way/86494356-400
L100000913067,way/255284259-220
L100000913080,way/86494356-400
L100000913153,way/255314292
L100000913280,way/39428977-400
L100000913349,way/111615226-380
L100000913351,way/111615226-380
L100000913358,way/255284259-220
L100000913378,way/303870256-400
L100000913409,way/39428977-400
L100000913412,way/133537926-220
L100000913436,way/293484891-220
L100000913440,way/255277953-400
L100000913448,way/255284259-220
L100000913456,way/255314292
L100000913489,way/255314292
L100000913511,way/255284259-220
L100000913540,way/303870256-400
L100000913546,way/39428977-400
L100000913593,way/255284259-220
L100000913598,way/111615226-380
L100000913611,way/111615226-380
L100000913647,way/111615226-380
L100000913689,way/255284259-220
L100000913705,way/39428977-400
L100000913712,way/111615226-380
L100000913714,way/255284259-220
L100000913723,way/86494356-400
L100000913733,way/255314292
L100000913734,way/173613665-220
L100000913794,way/29115701-220
L100000913869,way/293484891-220
L100000913879,way/255284259-220
L100000913903,way/303870256-400
L100000913941,way/293484891-220
L100000914064,way/39428977-400
L100000914098,way/86494356-400
L100000914103,way/255284259-220
L100000914121,way/303870256-400
L100000914167,way/255314292
L100000914216,way/303870256-400
L100000914220,way/255314292
L100000914225,way/255284259-220
L100000914237,way/86494356-400
L100000914253,way/29115701-220
L100000914276,way/86494356-400
L100000914293,way/255314292
L100000914304,way/255277953-400
L100000914305,way/303870256-400
L100000914330,way/255277953-400
L100000914331,way/255314292
L100000914332,way/255277953-400
L100000914356,way/255284259-220
L100000914359,way/255314292
L100000914391,way/255284259-220
L100000914415,way/255284259-220
L100000914461,way/86494356-400
L100000914485,way/29115701-220
L100000914533,way/255277953-400
L100000914545,way/255277953-400
L100000914563,way/133537926-220
L100000914571,way/255284259-220
L100000914575,way/111615226-380
L100000914613,way/111615226-380
L100000914677,way/39428977-400
L100000914687,way/255284259-220
L100000914689,way/303870256-400
L100000914711,way/255284259-220
L100000914714,way/255314292
L100000914719,way/215282393-400
L100000914757,way/255314292
L100000914759,way/255314292
L100000914810,way/86494356-400
L100000914854,way/293484891-220
L100000914856,way/39428977-400
L100000914858,way/255314292
L100000914955,way/29115701-220
L100000915069,way/255314292
L100000915070,way/255314292
L100000915094,way/111615226-380
L100000915100,way/255314292
L100000915102,way/215282393-400
L100000915108,way/255277953-400
L100000915140,way/255314292
L100000915158,way/215282393-400
L100000915159,way/255314292
L100000915166,way/39428977-400
L100000915239,way/39428977-400
L100000915279,way/255284259-220
L100000915312,way/86494356-400
L100000915363,way/39428977-400
L100000915366,way/39428977-400
L100000915421,way/29115701-220
L100000915521,way/255314292
L100000915645,way/86494356-400
L100000915647,way/293484891-220
L100000915810,way/29115701-220
L100000915841,way/86494356-400
L100000915845,way/255314292
L100000915867,way/255314292
L100000915974,way/86494356-400
L100000916136,way/255314292
L100000916258,way/255314292
L100000916259,way/86494356-400
L100000916268,way/255314292
L100000916280,way/86494356-400
L100000916305,way/86494356-400
L100000916317,way/86494356-400
L100000916335,way/255314292
L100000916336,way/86494356-400
L100000916343,way/86494356-400
L100000920572,way/133537926-220
L100000920573,way/86494356-400
L100000920574,way/215282393-400
L100000920575,way/255314292
L100000920576,way/255314292
L100000920577,way/255314292
L100000920578,way/215282393-400
L100000920579,way/303870256-400
L100000920580,way/29115701-220
L100000920581,way/255284259-220
L100000920582,way/255284259-220
L100000920583,way/255314292
L100000920584,way/29115701-220
L100000920585,way/173613665-220
L100000920586,way/255284259-220
L100000920588,way/255284259-220
L100000920589,way/39428977-400
L100000920590,way/29115701-220
L100000920591,way/293484891-220
L100000920592,way/215282393-400
L100000920593,way/255284259-220
L100000920594,way/255277953-400
L100000920595,way/133537926-220
L100000920596,way/293484891-220
L100000920597,way/255284259-220
L100000920598,way/255284259-220
L100000920599,way/293484891-220
L100000920600,way/255314292
L100000920602,way/255277953-400
L100000920604,way/29115701-220
L100000920605,way/255314292
L100000920606,way/255284259-220
L100001000543,way/255284259-220
L100001000667,way/133537926-220
L100001000668,way/86494356-400
L100001000669,way/293484891-220
L100001000701,way/86494356-400
L100001000704,way/255277953-400
L100001000708,way/303870256-400
L100001000712,way/133537926-220
L100001000715,way/255284259-220
L100001000716,way/133537926-220
L100001000717,way/255284259-220
L100001000764,way/255314292
L100001000765,way/86494356-400
L100001000766,way/255314292
L100001000768,way/255314292
L100001000780,way/255314292
L100001000781,way/255314292
L100001000782,way/255314292
L100001000783,way/255314292
L100001000784,way/86494356-400
L100001000785,way/86494356-400
L100000824049,way/303870256-400
L100001000599,way/111615226-380
L100000806278,way/173613665-220
L100001007729,way/255277953-400
L100000806929,way/255284259-220
L100000824050,way/133537926-220
L100000824051,way/111615226-380
L100000824052,way/111615226-380
L100000824053,way/255284259-220
L100000824054,way/39428977-400
L100000806286,way/255284259-220
L100000806668,way/215282393-400
L100001000607,way/39428977-400
L100000824055,way/255284259-220
L100000824056,way/255284259-220
L100000806670,way/293484891-220
L100001000688,way/255314292
L100001020805,way/29115701-220
L100001020807,way/255284259-220
L100000824057,way/255277953-400
L100000824060,way/255284259-220
L100000824059,way/111615226-380
L100001000602,way/133537926-220
L100001042902,way/39428977-400
L100000824063,way/255284259-220
L100000824065,way/39428977-400
L100000824066,way/255284259-220
L100001000671,way/255277953-400
L100000824068,way/111615226-380
L100000806410,way/255277953-400
L100000824069,way/173613665-220
L100000824070,way/86494356-400
L100000824072,way/29115701-220
L100000824073,way/29115701-220
L100000806080,way/39428977-400
L100000824074,way/173613665-220
L100001000611,way/255314292
L100000824075,way/173613665-220
L100000806728,way/86494356-400
L100001006220,way/29115701-220
L100001006280,way/39428977-400
L100001006281,way/39428977-400
L100001006242,way/215282393-400
L100001006513,way/303870256-400
L100001006467,way/255277953-400
L100001006497,way/29115701-220
L100001006312,way/29115701-220
L100001006425,way/215282393-400
L100001006448,way/215282393-400
L100001006188,way/111615226-380
L100001006510,way/39428977-400
L100001006511,way/39428977-400
L100001006512,way/39428977-400
L100001020803,way/255284259-220
L100001006218,way/29115701-220
L100001006240,way/29115701-220
L100001006309,way/255314292
L100001006284,way/111615226-380
L100001006179,way/86494356-400
L100001006441,way/215282393-400
L100001006442,way/215282393-400
L100001006192,way/215282393-400
L100001006318,way/215282393-400
L100001006319,way/215282393-400
L100001006210,way/111615226-380
L100001006376,way/255314292
L100001006468,way/29115701-220
L100001006483,way/173613665-220
L100001006200,way/255284259-220
L100001006495,way/255284259-220
L100001006507,way/133537926-220
L100001006486,way/293484891-220
L100001006232,way/255284259-220
L100001006449,way/255314292
L100001006371,way/255277953-400
L100001006196,way/215282393-400
L100001006166,way/303870256-400
L100001006326,way/303870256-400
L100001006327,way/303870256-400
L100001006328,way/303870256-400
L100001006208,way/173613665-220
L100001006233,way/133537926-220
L100001006164,way/255284259-220
L100001006221,way/29115701-220
L100001006349,way/215282393-400
L100001006406,way/29115701-220
L100001006177,way/215282393-400
L100001006202,way/255284259-220
L100001006462,way/255284259-220
L100001006374,way/293484891-220
L100001006183,way/29115701-220
L100001006360,way/215282393-400
L100001006205,way/215282393-400
L100001006247,way/29115701-220
L100001006466,way/39428977-400
L100001006150,way/29115701-220
L100001006193,way/173613665-220
L100001006236,way/29115701-220
L100001006157,way/86494356-400
L100001006488,way/86494356-400
L100001006165,way/255284259-220
L100001006198,way/133537926-220
L100001006301,way/303870256-400
L100001006325,way/303870256-400
L100001006377,way/39428977-400
L100001006378,way/39428977-400
L100001006379,way/39428977-400
L100001006395,way/173613665-220
L100001006320,way/255277953-400
L100001006487,way/215282393-400
L100001006154,way/111615226-380
L100001006279,way/303870256-400
L100001006249,way/39428977-400
L100001006212,way/29115701-220
L100001006300,way/215282393-400
L100001006443,way/215282393-400
L100001006444,way/215282393-400
L100001006302,way/29115701-220
L100001006241,way/215282393-400
L100001006189,way/111615226-380
L100001006209,way/303870256-400
L100001006148,way/303870256-400
L100001006149,way/303870256-400
L100001006203,way/255284259-220
L100001006408,way/255284259-220
L100001006151,way/29115701-220
L100001006204,way/86494356-400
L100001006346,way/111615226-380
L100001006518,way/255284259-220
L100001006171,way/255284259-220
L100001006271,way/255284259-220
L100001006276,way/255284259-220
L100001006277,way/255284259-220
L100001006428,way/255314292
L100001006474,way/133537926-220
L100001006517,way/133537926-220
L100001006313,way/215282393-400
L100001006372,way/255277953-400
L100001006373,way/29115701-220
L100001006475,way/255284259-220
L100001006409,way/303870256-400
L100001006489,way/255284259-220
L100001006490,way/255284259-220
L100001006491,way/255284259-220
L100001006492,way/255284259-220
L100001006368,way/133537926-220
L100001006298,way/215282393-400
L100001006357,way/303870256-400
L100001006391,way/29115701-220
L100001006294,way/303870256-400
L100001006248,way/29115701-220
L100001006439,way/293484891-220
L100001006440,way/293484891-220
L100001006187,way/303870256-400
L100001006303,way/303870256-400
L100001006304,way/303870256-400
L100001006390,way/215282393-400
L100001006266,way/173613665-220
L100001006262,way/215282393-400
L100001006282,way/255277953-400
L100001006350,way/215282393-400
L100001006283,way/255284259-220
L100001006160,way/293484891-220
L100001006161,way/293484891-220
L100001006451,way/293484891-220
L100001006452,way/293484891-220
L100001006453,way/293484891-220
L100001006344,way/255284259-220
L100001006197,way/215282393-400
L100001006407,way/255284259-220
L100001006370,way/293484891-220
L100001006170,way/255284259-220
L100001006178,way/39428977-400
L100001006356,way/29115701-220
L100001006174,way/215282393-400
L100001006250,way/86494356-400
L100001006251,way/86494356-400
L100001006252,way/86494356-400
L100001006253,way/86494356-400
L100001006254,way/86494356-400
L100001006343,way/255277953-400
L100001006380,way/39428977-400
L100001006314,way/215282393-400
L100001006278,way/255284259-220
L100001006450,way/255284259-220
L100001006401,way/255277953-400
L100001006424,way/29115701-220
L100001006263,way/29115701-220
L100001006264,way/29115701-220
L100001006265,way/29115701-220
L100001006412,way/29115701-220
L100001006299,way/215282393-400
L100001006431,way/39428977-400
L100001006432,way/39428977-400
L100001006433,way/39428977-400
L100001006484,way/39428977-400
L100001006472,way/303870256-400
L100001006169,way/293484891-220
L100001006411,way/215282393-400
L100001006246,way/111615226-380
L100001006394,way/111615226-380
L100001006261,way/215282393-400
L100001006228,way/215282393-400
L100001006427,way/39428977-400
L100001006478,way/255314292
L100001006167,way/173613665-220
L100001006429,way/39428977-400
L100001006430,way/39428977-400
L100001006347,way/39428977-400
L100001006182,way/29115701-220
L100001006184,way/255284259-220
L100001006285,way/111615226-380
L100001006286,way/111615226-380
L100001006287,way/111615226-380
L100001006288,way/111615226-380
L100001006289,way/111615226-380
L100001006290,way/111615226-380
L100001006291,way/111615226-380
L100001006292,way/111615226-380
L100001006463,way/255277953-400
L100001006436,way/293484891-220
L100001006473,way/255314292
L100001006477,way/255277953-400
L100001006275,way/255284259-220
L100001006336,way/133537926-220
L100001006337,way/133537926-220
L100001006345,way/39428977-400
L100001006351,way/215282393-400
L100001006229,way/29115701-220
L100001006195,way/215282393-400
L100001006479,way/215282393-400
L100001006480,way/215282393-400
L100001006381,way/39428977-400
L100001006382,way/39428977-400
L100001006172,way/39428977-400
L100001006496,way/215282393-400
L100001006516,way/255284259-220
L100001006437,way/215282393-400
L100001006366,way/215282393-400
L100001006367,way/215282393-400
L100001006237,way/29115701-220
L100001006152,way/39428977-400
L100001006503,way/29115701-220
L100001006499,way/255314292
L100001006260,way/215282393-400
L100001006348,way/215282393-400
L100001006352,way/215282393-400
L100001006353,way/215282393-400
L100001006354,way/215282393-400
L100001006211,way/29115701-220
L100001006269,way/29115701-220
L100001006361,way/29115701-220
L100001006362,way/29115701-220
L100001006363,way/29115701-220
L100001006335,way/133537926-220
L100001006305,way/39428977-400
L100001006306,way/39428977-400
L100001006308,way/39428977-400
L100001006223,way/303870256-400
L100001006493,way/255284259-220
L100001006494,way/255284259-220
L100001006461,way/215282393-400
L100001006219,way/255284259-220
L100001006222,way/255284259-220
L100001006426,way/215282393-400
L100001006307,way/39428977-400
L100001006190,way/133537926-220
L100001006162,way/255284259-220
L100001006163,way/255284259-220
L100001006403,way/173613665-220
L100001006509,way/255284259-220
L100001006398,way/255277953-400
L100001006383,way/255314292
L100001006364,way/255284259-220
L100001006400,way/29115701-220
L100001006458,way/215282393-400
L100001006485,way/215282393-400
L100001006393,way/303870256-400
L100001006226,way/111615226-380
L100001006465,way/111615226-380
L100001006469,way/255314292
L100001006476,way/111615226-380
L100001006322,way/303870256-400
L100001006176,way/255314292
L100001006404,way/293484891-220
L100001006268,way/255314292
L100001006297,way/215282393-400
L100001006365,way/215282393-400
L100001006508,way/29115701-220
L100001006369,way/255284259-220
L100001006224,way/133537926-220
L100001006399,way/255284259-220
L100001006173,way/255314292
L100001006457,way/29115701-220
L100001006213,way/111615226-380
L100001006214,way/111615226-380
L100001006215,way/111615226-380
L100001006216,way/111615226-380
L100001006217,way/111615226-380
L100001006168,way/255284259-220
L100001006340,way/173613665-220
L100001006329,way/29115701-220
L100001006330,way/29115701-220
L100001006331,way/29115701-220
L100001006332,way/29115701-220
L100001006359,way/255277953-400
L100001006502,way/111615226-380
L100001006506,way/29115701-220
L100001006464,way/215282393-400
L100001006245,way/215282393-400
L100001006455,way/29115701-220
L100001006311,way/255284259-220
L100001006293,way/303870256-400
L100001006206,way/173613665-220
L100001006255,way/86494356-400
L100001006256,way/86494356-400
L100001006257,way/86494356-400
L100001006258,way/86494356-400
L100001006259,way/86494356-400
L100001006185,way/303870256-400
L100001006471,way/303870256-400
L100001006231,way/215282393-400
L100001006405,way/255284259-220
L100001006384,way/255314292
L100001006385,way/255314292
L100001006315,way/215282393-400
L100001006191,way/39428977-400
L100001006397,way/255284259-220
L100001006386,way/39428977-400
L100001006387,way/39428977-400
L100001006504,way/29115701-220
L100001006273,way/255277953-400
L100001006267,way/173613665-220
L100001006341,way/303870256-400
L100001006342,way/303870256-400
L100001006375,way/303870256-400
L100001006310,way/39428977-400
L100001006410,way/303870256-400
L100001006434,way/173613665-220
L100001006435,way/173613665-220
L100001006423,way/255277953-400
L100001006460,way/86494356-400
L100001006199,way/173613665-220
L100001006470,way/255284259-220
L100001006153,way/215282393-400
L100001006459,way/86494356-400
L100001006274,way/255284259-220
L100001006498,way/215282393-400
L100001006225,way/133537926-220
L100001006175,way/255277953-400
L100001006388,way/39428977-400
L100001006389,way/39428977-400
L100001006238,way/255277953-400
L100001006207,way/303870256-400
L100001006234,way/255314292
L100001006235,way/255314292
L100001006270,way/255314292
L100001006482,way/255314292
L100001006227,way/255284259-220
L100001006355,way/29115701-220
L100001006500,way/215282393-400
L100001006181,way/215282393-400
L100001006295,way/293484891-220
L100001006296,way/293484891-220
L100001006413,way/39428977-400
L100001006414,way/39428977-400
L100001006415,way/39428977-400
L100001006416,way/39428977-400
L100001006421,way/39428977-400
L100001006417,way/39428977-400
L100001006418,way/39428977-400
L100001006419,way/39428977-400
L100001006420,way/39428977-400
L100001006422,way/39428977-400
L100001006316,way/29115701-220
L100001006456,way/215282393-400
L100001006321,way/29115701-220
L100001006481,way/215282393-400
L100001006194,way/29115701-220
L100001006445,way/215282393-400
L100001006155,way/255284259-220
L100001006156,way/255284259-220
L100001006338,way/133537926-220
L100001006339,way/133537926-220
L100001006272,way/255284259-220
L100001006358,way/111615226-380
L100001006392,way/29115701-220
L100001006147,way/255284259-220
L100001006243,way/215282393-400
L100001006244,way/215282393-400
L100001006230,way/173613665-220
L100001006402,way/303870256-400
L100001006438,way/39428977-400
L100001006501,way/215282393-400
L100001006239,way/303870256-400
L100001006159,way/255284259-220
L100001008171,way/111615226-380
L100001006333,way/86494356-400
L100001006446,way/133537926-220
L100001006447,way/133537926-220
L100001006186,way/173613665-220
L100001006396,way/255284259-220
L100001006201,way/215282393-400
L100001006514,way/255277953-400
L100001006515,way/255277953-400
L100001006505,way/86494356-400
L100001006323,way/303870256-400
L100001006324,way/303870256-400
L100001006158,way/111615226-380
L100001006317,way/215282393-400
L100001006454,way/255284259-220
L100001006180,way/293484891-220
L100001006334,way/255314292
L100000603176,way/111615226-380
L100000603177,way/255277953-400
L100000603178,way/133537926-220
L100000603179,way/133537926-220
L100001025785,way/215282393-400
L100001025786,way/215282393-400
L100000603180,way/255284259-220
L100000603181,way/215282393-400
L100000603182,way/255284259-220
L100000603183,way/86494356-400
L100000603184,way/255314292
